course,课前期待,专业理解-课前,专业理解-课后,主观收获,职业认知-课前,职业认知-课后,兴奋与惊喜,沉浸感,内容满意度,知识密度合适度,知识理解度,知识有效运用程度,试错机会价值,成果满意度,PPT满意度,视频满意度,教材满意度,教学设施与环境满意度,导师满意度,学习自由度,同学交流学习,反思
人工智能,2,3.830923807,7.992127349,3.770725711,9.705671555,7.951393125,3.803058756,3.832603619,3.773906988,3.998204725,3.729994712,3.779487569,3.953452754,3.95277101,3.789040235,3.952497151,3.976480198,3.879862674,3.851585538,3.734005482,3.834943835,3.893406314
人工智能,2,-0.216836146,5.834634369,4.942570413,2.735818725,7.99202118,4.821270167,4.96334997,3.761326442,2.773831802,3.94921121,2.701707017,2.846346772,4.872696554,4.937473563,4.886663443,4.861190876,4.84595414,3.802895022,3.847919843,3.974361728,3.888288447
化学工程,1,8.728232844,5.789900658,4.867237026,8.772453441,7.866565247,4.782251974,4.756401157,4.966229052,4.79872709,4.867830504,4.898742816,4.944308925,4.710502883,4.922552232,4.804604859,4.894279147,4.949319876,4.754913128,4.830737882,4.87249473,4.790866
化学工程,2,-0.217210743,-0.013550069,4.851670995,-0.01469892,-0.175905905,4.780887786,4.840909978,4.948954101,4.759572744,4.771100052,4.909046748,4.773731881,4.834192407,4.999562457,4.720997647,4.892869784,4.810886953,4.781349005,4.972249829,4.810565301,4.996969463
化学工程,3,1.74355711,4.809665261,2.778712417,1.801499418,8.866475401,2.775820048,2.719706847,2.743272266,2.739130578,2.792999563,2.743375127,2.965806577,2.894724117,2.730136667,2.907832815,2.929705525,2.898509193,2.982077353,2.89670495,2.894052456,2.79872095
化学工程,2,2.92834497,6.97782478,4.890127637,4.797581331,5.818246267,4.760462184,3.959954663,4.700840009,3.901117411,4.865707611,4.951392229,4.906371799,4.728568446,4.87352995,4.939203396,4.894938968,4.778651987,4.955433384,4.875978756,4.906460352,4.750104291
化学工程,3,0.730843194,3.998722204,2.934232327,1.75763975,4.999288379,2.831644241,2.909970642,2.719316631,2.778508208,2.862154228,2.714410722,2.829430523,2.778365181,2.772102321,2.890330662,2.965054608,2.861180471,2.987694367,2.700496831,2.871392275,2.899048089
化学工程,3,3.804332782,6.706556615,4.9879566,4.943289647,5.822325518,4.980030486,4.776338945,4.824003447,4.764090415,4.920779544,4.893640438,3.963072735,4.845739969,4.732866345,4.704006944,4.910855153,4.726548337,4.853478586,4.788650676,4.719564243,3.92036603
化学工程,3,-0.058417329,2.799774802,3.938720288,-0.281854207,0.928051192,3.916244751,2.909245796,2.8531659,1.895174194,1.792038404,1.759185145,3.963068679,2.860009002,3.962804598,3.982427193,3.821236615,3.762482284,3.803218882,3.905888083,3.891371359,2.964445255
化学工程,2,2.927907387,6.796955865,4.883739719,2.870218043,6.910283317,3.884861928,3.933962669,3.717119566,3.961303799,3.938736755,4.719856195,3.815105654,3.950398286,3.821364803,2.945840878,3.773647811,4.977308903,3.914451394,3.886179179,3.965189268,4.914613606
化学工程,2,3.73433003,5.731474359,4.94484375,3.745100539,5.847317496,4.847280621,4.727177556,4.719703613,4.984495359,4.805179316,4.841070627,4.961798546,4.710080943,4.952626595,4.793381222,4.938575466,4.800755663,4.788044728,4.909130895,4.991719388,4.98247942
化学工程,2,2.714989272,5.893515033,3.792903526,3.703845819,7.850133207,3.742329105,3.788311186,3.709338306,3.965945002,3.821902819,3.819339009,3.872092833,3.988812308,3.861814396,3.773738094,3.919601742,3.979523834,3.740069102,3.933536237,3.916651778,3.786549038
化学工程,2,6.702553304,7.964332478,3.901814827,5.927003177,6.707551125,3.933822624,4.788863361,4.740331255,4.99424232,3.822397171,4.945732638,4.993376777,3.800154215,4.76294094,3.951195647,3.993515536,3.826027672,4.856325167,4.881293071,4.868872685,3.8108371
化学工程,3,2.74773241,5.954495785,3.702088848,8.97404449,6.837153134,3.739113463,3.957271319,3.787495401,3.781040494,3.939401459,3.896161347,3.95359639,3.980735931,3.736922341,3.704852462,3.714286328,3.93378067,3.974759678,3.835793265,3.916448576,3.942081782
化学工程,2,4.828353029,6.981678496,3.730980373,5.707128603,6.904342859,2.811574616,3.890083409,3.918179022,2.920056962,3.977681805,3.739966763,2.745205988,3.920237662,3.78150679,3.849014948,2.717375088,3.822899638,3.947454105,3.794763399,2.868736395,3.864042378
化学工程,2,3.786132983,5.945057569,3.808306884,3.706812392,9.909754555,3.708627996,3.743121394,3.971249219,3.831678073,3.730579979,3.855961032,3.743966835,3.927609385,3.847241866,2.80172285,4.905266665,2.702743468,3.721921962,3.997428693,3.714763305,3.843850875
化学工程,2,0.977994146,2.73243555,4.881548804,2.845087388,2.856671319,3.852944032,3.761090829,4.986101998,4.828274779,3.786708108,4.898095774,4.896107299,3.919584312,4.994929507,4.765137522,4.963531247,2.842239195,3.956135398,3.788949131,3.78717833,3.945103668
化学工程,2,3.8110564,6.825267986,3.862389372,3.823368073,4.826691743,3.963626425,3.909583234,2.852654284,2.832296556,3.968711712,3.97656597,3.77812054,3.817854552,3.768632534,3.998180321,3.995691678,3.751780983,4.786729196,4.89369679,4.982104448,4.77795414
化学工程,2,3.86392768,3.728126718,3.978447681,3.939829941,4.93799474,2.828950715,2.915583772,2.890536117,2.745420023,2.876814814,2.76496686,2.703466631,2.946866451,2.90360834,2.774541569,2.864344546,4.84449366,3.99942842,3.714927495,4.965109007,2.826080807
化学工程,3,1.706127332,5.999884363,4.885470302,1.932745101,6.782449958,4.946640296,3.82852738,4.780468029,3.9157332,3.815228052,3.900509879,4.959686884,3.894934785,3.875179141,3.84992422,4.885795382,4.854810421,4.721805618,4.85683237,3.873957178,4.853548877
航空航天,3,3.805554551,7.9406765,3.744417651,5.768027973,7.837854896,4.934419852,3.772320815,3.873575927,3.982375686,3.965779108,3.896639934,3.976687399,3.788512592,3.863204224,3.876968499,3.920211065,3.754836182,3.730984957,3.954695403,3.830161552,3.792640374
航空航天,3,1.980297219,4.77367241,3.953419564,1.71694675,4.740066835,3.998719922,3.909643068,3.734640206,3.943743852,3.797941811,3.917614611,3.703005565,2.926694535,3.796166389,3.733458698,4.974168951,2.937576365,3.921704954,3.964311117,3.960811671,3.861046102
航空航天,2,4.762217087,5.780314071,3.794050314,3.994922972,3.806562911,3.900810051,3.872045459,3.966761228,3.884745715,3.711890821,3.784586141,3.727937236,3.985319651,3.777326634,3.829229687,3.703087902,3.980214334,3.777817506,3.785389143,3.802852492,3.844304501
航空航天,3,3.765063458,5.832450794,3.974767653,4.949635817,6.875926458,3.822176836,2.794228962,3.855014139,4.729824031,3.871085869,4.804899263,3.985277912,2.757405852,4.91678528,3.878592316,3.925120917,3.824385207,3.740074554,3.774100264,4.909871264,2.748911222
航空航天,3,1.837630507,5.860533958,2.823639463,6.976168987,8.752513385,2.964016655,2.861820884,2.820102894,2.74311626,2.807684669,2.726817904,2.770433365,2.909112976,2.805935879,2.763607365,2.99710701,2.744413058,2.942429987,2.72895866,2.956637302,2.750656363
航空航天,2,0.849954755,5.942671038,3.906954523,0.828790945,8.90164169,4.703281499,4.894942343,3.938363356,3.845651434,3.791155119,3.701740326,3.850557152,3.778076652,3.962229089,3.784615107,3.875527196,3.74833371,3.886967289,4.893530895,3.753911345,3.939010163
航空航天,3,1.918389107,4.84142294,4.988253856,3.776504509,5.90432341,4.958736013,4.779834072,4.875057901,4.922268027,4.709227164,4.897060857,4.830766379,4.926202989,4.950078919,4.828866741,4.767882664,4.856462606,4.998510205,4.982167529,4.712160171,4.753701021
航空航天,3,5.991971945,9.942675741,4.839016329,6.801461467,9.765605771,4.975447787,3.810934322,4.835513391,4.773397553,4.994421259,4.821612348,4.714175488,4.844204209,4.892513229,4.824910341,4.992957933,2.824531374,4.944245867,4.98439543,4.736959588,4.928521505
航空航天,3,4.780271344,6.892518231,4.986428805,4.910666241,6.918714722,3.749668726,4.71925749,4.949395829,3.99561954,4.746244087,4.808696882,4.986613491,3.960248481,3.784409741,3.769541177,3.918046557,4.96104384,4.949125759,3.960717537,3.786874135,4.788858296
航空航天,2,3.766782206,5.767614994,2.814480305,4.964806245,5.998070206,2.764544538,2.795165383,2.757061121,2.749941849,2.748209872,2.992916607,2.766869224,2.829842654,2.706569577,2.892098212,2.833180639,2.772659051,2.701656796,2.899976578,2.780006872,2.712414572
航空航天,3,0.866975697,1.72394179,3.969759131,1.960242199,3.843257961,2.716870492,2.926418431,3.740670691,2.866863458,3.710099071,3.792947022,4.743616378,2.713630036,3.930669512,3.806651902,3.779242326,2.701292355,3.708688904,3.997587433,3.83327885,3.917761225
航空航天,3,2.764920056,4.885470216,2.700188624,5.831522248,5.960258276,3.932676,2.95729222,2.814093483,3.827527695,1.743481703,3.996653356,2.84649345,1.793899373,2.715913058,3.888631848,3.808080937,3.754371603,2.769098054,2.787157662,3.769445157,3.865332372
航空航天,2,1.890582276,7.72330001,4.931593403,2.865792546,5.927703279,4.987853756,0.943179115,4.785625373,3.883062163,3.721605443,2.891655884,3.741635731,3.980975114,3.86790532,3.832613264,3.969213065,3.786836903,3.94948214,3.750791428,3.809615447,3.895272353
航空航天,3,4.742520198,5.789412708,4.7336311,4.944816312,5.841249062,4.840551954,3.887159572,4.934710543,3.758336761,4.721715433,4.729002439,4.870754628,4.881403485,4.872892456,4.770447493,4.892871865,4.918361814,4.773188463,4.965926768,4.738727865,4.730386868
航空航天,2,3.990693823,4.818042978,2.8408712,4.92876692,4.757755183,3.909265826,3.72924527,3.99981975,3.80319634,3.947993426,3.918292944,3.866011156,2.852293875,3.731604909,3.871105468,3.81085431,2.922745927,3.799565917,3.77240411,2.846411924,3.974835004
航空航天,3,2.990742989,3.969606076,3.993577946,5.986213461,7.874694969,4.884356672,3.908741455,3.756391318,3.7711824,3.881228053,3.713435936,3.735306419,3.791140259,3.813829918,2.786582568,2.791874568,2.787172087,2.769022791,3.946503369,3.747478566,3.785352201
